Órgão,Grupo,Quem faz,Atribuição
INOVA,2,INOVA,Difunde os métodos de pesquisa científica e uso de evidências 
INOVA,2,CENPE,Difunde informação de interesse social a partir da coleta e análise de dados
INOVA,2,CENPE,Dá suporte técnico e científico para temas relacionados à atividade-fim do MPRJ
INOVA,2,CENPE,Realiza revisões de literatura e de iniciativas de políticas públicas
INOVA,2,CENPE,Produz conhecimento com análise crítica
INOVA,2,CENPE,Desenha e conduz avaliações de impacto para processos e iniciativas do MPRJ
INOVA,2,CENPE,Identifica problemas públicos relevantes
INOVA,2,CENPE,Difunde os métodos de pesquisa científica e uso de evidências 
INOVA,2,CENPE,Dá suporte técnico a casos concretos de atuação do MPRJ
INOVA,2,CENPE,Coleta dados da atuação institucional
INOVA,2,CENPE,Promove e fomenta análises interdisciplinares
INOVA,2,CENPE,Dissemina conhecimento
INOVA,2,CADG,Difunde informação de interesse social a partir da coleta e análise de dados
INOVA,2,CADG,Desenvolve sistemas a partir da análise de dados externos e internos
INOVA,2,CADG,Desenvolve aplicações a partir da análise de dados internos e externos
INOVA,2,CADG,"Coleta, trata, guarda e disponibiliza dados internos e externos"
INOVA,2,CADG,Desenvolve e gerencia plataformas de divulgação de informações de interesse social
INOVA,2,CADG,"Coleta, analisa e sistematiza dados internos e externos georreferenciados"
INOVA,2,CADG,Desenvolve visualizações estáticas e interativas de dados processados
INOVA,2,CADG,Dá suporte técnico a casos concretos de atuação do MPRJ
INOVA,2,CADG,Dissemina conhecimento
INOVA,2,CADG,"Fomenta inovação, transparência, inclusão e participação na gestão pública"
INOVA,2,NINGUÉM,Implementa programa e medidas de proteção de dados em poder do MPRJ
INOVA,2,NINGUÉM,Avalia a efetividade das políticas públicas
